Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
Feature-Based Machine Unlearning for Vertical Federated Learning in IoT Networks,"Our novel approach to feature-based machine unlearning in IoT networks effectively removes data influence without full retraining, preserving model utility and ensuring privacy compliance.","Zijie Pan, Zuobing Ying, Yajie Wang, Chuan Zhang, Weiting Zhang, Wanlei Zhou, Liehuang Zhu",2025,32,"In the era of the Internet of Things (IoT), managing the deluge of data generated by distributed devices presents unique challenges, particularly concerning privacy and the efficient use of computational resources. Vertical Federated Learning (VFL) offers a promising avenue for collaborative machine learning without centralizing data, thereby addressing privacy concerns inherent in traditional approaches. However, as data privacy laws and personal data deletion requests become more prevalent, the necessity for effective machine unlearning strategies within VFL frameworks grows increasingly important. To this end, this paper introduces a novel approach to feature-based machine unlearning tailored specifically for VFL systems in IoT networks. Our methodology enables the selective removal of data influence from trained models without the need for full retraining, thus preserving model utility while ensuring compliance with privacy requirements. By integrating a combination of feature relevance measuring techniques and efficient communication protocols, our solution minimizes the data footprint on network nodes, reduces bandwidth consumption, and maintains the integrity and performance of the learning models. To the best of our knowledge, our proposed framework represents the first practical approach to enable machine unlearning within vertical federated learning environments. We demonstrate the effectiveness of our approach through rigorous evaluation using several IoT datasets, highlighting significant improvements in unlearning efficiency and model robustness compared to existing techniques. Our work not only furthers the development of sustainable and compliant machine learning models in IoT but also sets a foundational framework for future research in secure and efficient data management within federated environments.",,IEEE Transactions on Mobile Computing,1.0,10.1109/tmc.2025.3530529,https://consensus.app/papers/featurebased-machine-unlearning-for-vertical-federated-pan-ying/aed8f200f79553e38c032c396a21ba2b/
Machine Unlearning via Representation Forgetting With Parameter Self-Sharing,"Representation-forgetting unlearning with parameter self-sharing (RFU-SS) effectively reduces catastrophic unlearning and improves model accuracy, reducing model utility degradation from over 6% to less than 0.2% on the MNIST dataset.","Weiqi Wang, Chenhan Zhang, Zhiyi Tian, Shui Yu",2024,27,"Machine unlearning enables data owners to remove the contribution of their specified samples from trained models. However, existing methods fail to strike an optimal balance between erasure effectiveness and model utility preservation. Previous studies focused on removing the impact of user-specified data from the model as much as possible to implement unlearning. These methods usually result in significant model utility degradation, commonly called catastrophic unlearning. To address the issue, we systematically consider machine unlearning and formulate it as a two-objective optimization problem that involves forgetting the erased data and retaining the previously learned knowledge, highlighting accuracy preservation during the unlearning process. We propose an unlearning method called representation-forgetting unlearning with parameter self-sharing (RFU-SS) to achieve the two-objective unlearning goal. Firstly, we design a representation-forgetting unlearning (RFU) method that aims to remove the contribution of specified samples from a trained representation by minimizing the mutual information between the representation and the erased data. The representation is learned using the information bottleneck (IB) method. RFU is tailored to the IB structure models for ease of introduction. Secondly, we customize a parameter self-sharing structural optimization method for RFU (i.e., RFU-SS) to simultaneously optimize the forgetting and retention objectives to find the optimal balance. Extensive experimental results demonstrate a significant effectiveness improvement of RFU-SS over the state-of-the-art methods. RFU-SS almost eliminates catastrophic unlearning, reducing model accuracy degradation from over 6% to less than 0.2% on the MNIST dataset with an even better removal effect. The source code is available at https://github.com/wwq5-code/RFU-SS.git.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2023.3331239,https://consensus.app/papers/machine-unlearning-via-representation-forgetting-with-wang-zhang/5c27f5a031bd55b6ba8cfeccc93e272c/
Federated Unlearning and Its Privacy Threats,"Federated unlearning faces privacy leakage risks from model updating, and this paper proposes a privacy-preserving framework to address these vulnerabilities.","Feilong Wang, Baochun Li, Bo Li",2024,40,"Federated unlearning has emerged very recently as an attempt to realize “the right to be forgotten” in the context of federated learning. While the current literature is making efforts on designing efficient retraining or approximate unlearning approaches, they ignore the information leakage risks brought by the discrepancy between the models before and after unlearning. In this paper, we perform a comprehensive review of prior studies on federated unlearning and privacy leakage from model updating. We propose new taxonomies to categorize and summarize the state-of-the-art federated unlearning algorithms. We present our findings on the inherent vulnerability to inference attacks of the federated unlearning paradigm and summarize defense techniques with the potential of preventing information leakage. Finally, we suggest a privacy preserving federated unlearning framework with promising research directions to facilitate further studies as future work.",literature review,IEEE Network,1.0,10.1109/mnet.004.2300056,https://consensus.app/papers/federated-unlearning-and-its-privacy-threats-wang-li/ea5e9800dea6588e8f303ad762158fc3/
Heterogeneous decentralised machine unlearning with seed model distillation,"The HDUS decentralized unlearning framework effectively unlearns user contributions in personalised IoT services, achieving state-of-the-art performance in real-world applications.","Guanhua Ye, Tong Chen, Q. Nguyen, Hongzhi Yin",2024,14,"As some recent information security legislation endowed users with unconditional rights to be forgotten by any trained machine learning model, personalised IoT service providers have to put unlearning functionality into their consideration. The most straightforward method to unlearn users' contribution is to retrain the model from the initial state, which is not realistic in high throughput applications with frequent unlearning requests. Though some machine unlearning frameworks have been proposed to speed up the retraining process, they fail to match decentralised learning scenarios. A decentralised unlearning framework called heterogeneous decentralised unlearning framework with seed (HDUS) is designed, which uses distilled seed models to construct erasable ensembles for all clients. Moreover, the framework is compatible with heterogeneous on‐device models, representing stronger scalability in real‐world applications. Extensive experiments on three real‐world datasets show that our HDUS achieves state‐of‐the‐art performance.",,CAAI Trans. Intell. Technol.,1.0,10.1049/cit2.12281,https://consensus.app/papers/heterogeneous-decentralised-machine-unlearning-with-ye-chen/6aa37cb5704654ec9b44dfcd60f508b3/
"Evaluating Machine Unlearning: Applications, Approaches, and Accuracy","Machine unlearning techniques effectively remove sensitive data from machine learning models without significantly compromising their performance, achieving the ""right to be forgotten.""","Zulfiqar Ali, Asif Muhammad, Rubina Adnan, Tamim Alkhalifah, S. Aslam",2024,7,"Machine learning (ML) enables computers to learn from experience by identifying patterns and trends. Despite ML's advancements in extracting valuable data, there are instances necessitating the removal or deletion of certain data, as ML models can inadvertently memorize training data. In many cases, ML models may memorize sensitive or personal data, raising concerns about data privacy and security. Machine unlearning (MU) techniques offer a solution to these concerns by selectively removing sensitive data from trained models without significantly compromising their performance. Similarly, we can analyze and evaluate whether MU can successfully achieve the “right to be forgotten.” In this paper, we investigate various MU approaches regarding their accuracy and potential applications. Experiments have shown that the data‐driven approach emerged as the most efficient method in terms of both time and accuracy, achieving a high level of precision with a minimal number of training epochs. When fine‐tuning, the full test error rises somewhat to 14.57% from the baseline model's 14.28%. One approach shows a high forget error of 99.90% with a full test error of 20.68%, while retraining yields a 100% forget error and a test error of 21.37%. While error‐minimizing noise preserves performance, the SCRUB technique results in a 21.08% test error and an 81.05% forget error, in contrast to the degradation brought on by error‐maximizing noise. On the other hand, the agnostic approach displayed sluggishness and generated less accurate results compared to the data‐driven approach. Furthermore, the choice of approach may depend on the unique requirements of the task and the available training resources.",,Engineering Reports,2.0,10.1002/eng2.13081,https://consensus.app/papers/evaluating-machine-unlearning-applications-approaches-ali-muhammad/d6e5348442a9505fa6bf983b42d16721/
VeriFi: Towards Verifiable Federated Unlearning,"VeriFi, a unified framework for federated unlearning, proposes efficient, non-invasive unlearning methods and effective, non-invasive verification methods for federated unlearning in deep learning models.","Xiangshan Gao, Xingjun Ma, Jingyi Wang, Youcheng Sun, Bo Li, S. Ji, Peng Cheng",2022,79,"Federated learning (FL) has emerged as a privacy-aware collaborative learning paradigm where participants jointly train a powerful model without sharing their private data. One desirable property for FL is the implementation of the <italic>right to be forgotten (RTBF)</italic>, i.e., a leaving participant has the right to request the deletion of its private data from the global model. However, <italic>unlearning itself may not be enough to implement RTBF unless the unlearning effect can be independently verified</italic>, an important aspect that has been overlooked in the current literature. Unlearning verification is particularly challenging in FL as the unlearning effect on one participant's data could be canceled by the contribution of other participants. In this work, we prompt the concept of <italic>verifiable federated unlearning</italic> and propose <sc>VeriFi</sc>, a unified framework that allows systematic analysis of federated unlearning and quantification of its effect, with different combinations of various unlearning and verification methods. In <sc>VeriFi</sc>, the leaving participant is granted the <italic>right to verify (RTV)</italic> to actively verify the unlearning effect in the next few rounds immediately after notifying the server of its intention to leave, along with local verification done through two steps: 1) <italic>marking</italic> that fingerprints the leaving participant by specially-designed <italic>markers</italic> and 2) <italic>checking</italic> that examines the global model's performance change on the markers. Based on <sc>VeriFi</sc>, we have conducted so far the most systematic study on verifiable federated unlearning, covering six unlearning methods and five verification methods. Our study sheds light on the existing drawbacks and potential alternatives for both unlearning and verification methods. During the study, we also propose a more efficient and FL-friendly unlearning method <inline-formula><tex-math notation=""LaTeX"">$^{u}$</tex-math><alternatives><mml:math><mml:msup><mml:mrow/><mml:mi>u</mml:mi></mml:msup></mml:math><inline-graphic xlink:href=""chen-ieq1-3382321.gif""/></alternatives></inline-formula>S2U, and two more effective and robust non-invasive (without training controllability, external data, white-box model access nor introducing new security risks) verification methods <inline-formula><tex-math notation=""LaTeX"">$^{v}$</tex-math><alternatives><mml:math><mml:msup><mml:mrow/><mml:mi>v</mml:mi></mml:msup></mml:math><inline-graphic xlink:href=""chen-ieq2-3382321.gif""/></alternatives></inline-formula>FM and <inline-formula><tex-math notation=""LaTeX"">$^{v}$</tex-math><alternatives><mml:math><mml:msup><mml:mrow/><mml:mi>v</mml:mi></mml:msup></mml:math><inline-graphic xlink:href=""chen-ieq3-3382321.gif""/></alternatives></inline-formula>EM. While the proposed methods may not be a panacea for all the challenges, they address several key drawbacks of existing methods and represent a promising step toward effective, efficient, robust, and more importantly, non-invasive federated unlearning and verification. We extensively evaluate <sc>VeriFi</sc> on seven datasets, including natural/facial/medical images and audios, and four types of deep learning models, including both Convolutional Neural Networks (CNNs) and Recurrent Neural Networks (RNNs). We hope, such an extensive and holistic experimental evaluation, although admittedly complex and challenging, could help establish important empirical understandings, evidence, and insights for trustworthy federated unlearning.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2024.3382321,https://consensus.app/papers/verifi-towards-verifiable-federated-unlearning-gao-ma/40b9fc20deea5a258305f091821c3dcd/
Evaluation of Machine Unlearning Through Model Difference,"The EMU method effectively evaluates machine unlearning effectiveness and data removal without negatively impacting model utility, ensuring privacy compliance.","Weiqi Wang, Chenhan Zhang, Zhiyi Tian, Shui Yu, Zhou Su",2025,4,"Increasing attention is being paid to machine unlearning, which supports individuals’ “right to be forgotten.” While most studies focus on the efficiency and effectiveness of unlearning algorithms, the evaluation of machine unlearning effectiveness remains underexplored. Offering robust evaluation services for unlearning is critical, not only to uphold privacy legislation but also to assess and improve existing unlearning methods. Lots of existing methods employ backdoor methods to evaluate unlearning effectiveness, which can only verify the unlearning effect of backdoored samples and negatively impact the model utility as they need to embed backdoors into the model first. In this paper, we propose an evaluating machine unlearning (EMU) method, which aims to evaluate the effectiveness of unlearning and verify data removal without the aforementioned adverse effects. Machine unlearning inherently creates a difference on the model before and after unlearning. The model difference contains information about the unlearned samples, which can be extracted through reconstruction models for unlearning effectiveness evaluation. To efficiently generate the model differences as input for evaluation, we simulate the model changes based on the influence function theory. Additionally, we design a multi-task information bottleneck structure to enhance the scalability of EMU and simplify the analysis of different learning tasks. We provide a theoretical analysis of how the similarity between erased and remaining samples, as well as task types, affects the extent of unlearning—factors that have been largely overlooked. Extensive experiments on various model architectures and representative datasets confirm our analysis, demonstrating the effective evaluation for unlearning without any degradation in the service model utility.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3571666,https://consensus.app/papers/evaluation-of-machine-unlearning-through-model-wang-zhang/15d625efc2cf5c638c070157c7aa1359/
Addressing unreliable local models in federated learning through unlearning,"Local Model Refining (LMR) improves accuracy and accelerates unlearning speed in federated learning systems by addressing both bad data and other factors, enhancing overall unlearning speed.","Muhammad Ameen, R. Khan, Pengfei Wang, Sidra Batool, Masoud Alajmi",2024,10,,,Neural networks : the official journal of the International Neural Network Society,1.0,10.1016/j.neunet.2024.106688,https://consensus.app/papers/addressing-unreliable-local-models-in-federated-learning-ameen-khan/9a9ba874122752b7ba3ac171995518b8/
Generative Adversarial Networks Unlearning,"The cascaded unlearning approach significantly improves item and class unlearning efficiency in GAN models, reducing training time by up to 185 and 284 times compared to retraining from scratch, with minimal performance degradation.","Hui Sun, Tianqing Zhu, Wenhan Chang, Wanlei Zhou",2023,16,"As machine learning continues to develop and data misuse scandals become more prevalent, individuals are becoming increasingly concerned about their personal information and are advocating for the right to remove their data. Machine unlearning has emerged as a solution to erase training data from trained machine learning models. Despite its success in classifiers, research on Generative Adversarial Networks (GANs) is limited due to their unique architecture, including a generator and a discriminator. One challenge pertains to generator unlearning, as the process could potentially disrupt the continuity and completeness of the latent space. This disruption might consequently diminish the model's effectiveness after unlearning. Another challenge is how to define a criterion that the discriminator should perform for the unlearning images. In this paper, we introduce a substitution mechanism and define a fake label to effectively mitigate these challenges. Based on the substitution mechanism and fake label, we propose a cascaded unlearning approach for both item and class unlearning within GAN models, in which the unlearning and learning processes run in a cascaded manner. We conducted a comprehensive evaluation of the cascaded unlearning technique using the MNIST, CIFAR-10, and FFHQ datasets, analyzing its performance across four key aspects: unlearning effectiveness, intrinsic model performance, impact on downstream tasks, and unlearning efficiency. Experimental results demonstrate that this approach achieves significantly improved item and class unlearning efficiency, reducing the required time by up to <inline-formula><tex-math notation=""LaTeX"">$185\times$</tex-math><alternatives><mml:math><mml:mrow><mml:mn>185</mml:mn><mml:mo>×</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zhu-ieq1-3564992.gif""/></alternatives></inline-formula> and <inline-formula><tex-math notation=""LaTeX"">$284\times$</tex-math><alternatives><mml:math><mml:mrow><mml:mn>284</mml:mn><mml:mo>×</mml:mo></mml:mrow></mml:math><inline-graphic xlink:href=""zhu-ieq2-3564992.gif""/></alternatives></inline-formula> for the MNIST and CIFAR-10 datasets, respectively, in comparison to retraining from scratch. Notably, although the model's performance experiences minor degradation after unlearning, this reduction is negligible when dealing with a minimal number of images (e.g., 64) even for high-resolution FFHQ dataset and has no adverse effects on downstream tasks such as classification.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2025.3564992,https://consensus.app/papers/generative-adversarial-networks-unlearning-sun-zhu/27b6bb3d11ad542ba0f4911199437846/
Supporting Trustworthy AI Through Machine Unlearning,"Machine unlearning supports the OECD's five principles for trustworthy AI, but it also carries ethical risks.","Emmie Hine, Claudio Novelli, M. Taddeo, Luciano Floridi",2024,20,"Machine unlearning (MU) is often analyzed in terms of how it can facilitate the ""right to be forgotten."" In this commentary, we show that MU can support the OECD's five principles for trustworthy AI, which are influencing AI development and regulation worldwide. This makes it a promising tool to translate AI principles into practice. We also argue that the implementation of MU is not without ethical risks. To address these concerns and amplify the positive impact of MU, we offer policy recommendations across six categories to encourage the research and uptake of this potentially highly influential new technology.",,Science and Engineering Ethics,1.0,10.1007/s11948-024-00500-5,https://consensus.app/papers/supporting-trustworthy-ai-through-machine-unlearning-hine-novelli/ef6e7ebd77b8532b87054901c953295b/
Vertical Federated Unlearning via Backdoor Certification,"Our unlearning method effectively removes a single client's contribution from a machine learning model without erasing all relevant data from other clients, addressing privacy concerns in Vertical Federated Learning.","Mengde Han, Tianqing Zhu, Lefeng Zhang, Huan Huo, Wanlei Zhou",2024,15,"Vertical Federated Learning (VFL) offers a novel paradigm in machine learning, enabling distinct entities to train models cooperatively while maintaining data privacy. This method is particularly pertinent when entities possess datasets with identical sample identifiers but diverse attributes. Recent privacy regulations emphasize an individual's right to be forgotten, which necessitates the ability for models to unlearn specific training data. The primary challenge is to develop a mechanism to eliminate the influence of a specific client from a model without erasing all relevant data from other clients. Our research investigates the removal of a single client's contribution within the VFL framework. We introduce an innovative modification to traditional VFL by employing a mechanism that inverts the typical learning trajectory with the objective of extracting specific data contributions. This approach seeks to optimize model performance using gradient ascent, guided by a pre-defined constrained model. We also introduce a backdoor mechanism to verify the effectiveness of the unlearning procedure. Our method avoids fully accessing the initial training data and avoids storing parameter updates. Empirical evidence shows that the results align closely with those achieved by retraining from scratch. Utilizing gradient ascent, our unlearning approach addresses key challenges in VFL, laying the groundwork for future advancements in this domain.",,IEEE Transactions on Services Computing,1.0,10.1109/tsc.2025.3536312,https://consensus.app/papers/vertical-federated-unlearning-via-backdoor-han-zhu/f5e98fe70efb547b93100ee8919f4864/
Verifying in the Dark: Verifiable Machine Unlearning by Using Invisible Backdoor Triggers,"Our backdoor-assisted validation scheme for machine unlearning efficiently achieves validation without compromising performance or service quality, while preventing data deletion spoofing.","Yu Guo, Yu Zhao, Saihui Hou, Cong Wang, Xiaohua Jia",2024,52,"Machine unlearning as a fundamental requirement in Machine-Learning-as-a-Service (MLaaS) has been extensively studied with increasing concerns about data privacy. It requires MLaaS providers should delete training data upon user requests. Unfortunately, none of the existing studies can efficiently achieve machine unlearning validation while preserving the retraining efficiency and the service quality after data deletion. Besides, how to craft the validation scheme to prevent providers from spoofing validation by forging proofs remains under-explored. In this paper, we introduce a backdoor-assisted validation scheme for machine unlearning. The proposed design is built from the ingenious combination of backdoor triggers and incremental learning to assist users in verifying proofs of machine unlearning without compromising performance and service quality. We propose to embed invisible markers based on backdoor triggers into privacy-sensitive data to prevent MLaaS providers from distinguishing poisoned data for validation spoofing. Users can use prediction results to determine whether providers comply with data deletion requests. Besides, we incorporate our validation scheme into an efficient incremental learning approach via our index structure to further facilitate the performance of retraining after data deletion. Evaluation results on real-world datasets confirm the efficiency and effectiveness of our proposed verifiable machine unlearning scheme.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2023.3328269,https://consensus.app/papers/verifying-in-the-dark-verifiable-machine-unlearning-by-guo-zhao/9ec5159f94945c49a36e2f68a3964d75/
A Survey on Machine Unlearning: Techniques and New Emerged Privacy Risks,"Machine unlearning has become a hotspot for privacy protection, but recent research has found potential privacy leakages in various approaches, making privacy preservation a critical topic.","Hengzhu Liu, Ping Xiong, Tianqing Zhu, Philip S. Yu",2024,26,"The explosive growth of machine learning has made it a critical infrastructure in the era of artificial intelligence. The extensive use of data poses a significant threat to individual privacy. Various countries have implemented corresponding laws, such as GDPR, to protect individuals' data privacy and the right to be forgotten. This has made machine unlearning a research hotspot in the field of privacy protection in recent years, with the aim of efficiently removing the contribution and impact of individual data from trained models. The research in academia on machine unlearning has continuously enriched its theoretical foundation, and many methods have been proposed, targeting different data removal requests in various application scenarios. However, recently researchers have found potential privacy leakages of various of machine unlearning approaches, making the privacy preservation on machine unlearning area a critical topic. This paper provides an overview and analysis of the existing research on machine unlearning, aiming to present the current vulnerabilities of machine unlearning approaches. We analyze privacy risks in various aspects, including definitions, implementation methods, and real-world applications. Compared to existing reviews, we analyze the new challenges posed by the latest malicious attack techniques on machine unlearning from the perspective of privacy threats. We hope that this survey can provide an initial but comprehensive discussion on this new emerging area.",,ArXiv,1.0,10.48550/arxiv.2406.06186,https://consensus.app/papers/a-survey-on-machine-unlearning-techniques-and-new-emerged-liu-xiong/80ec89324ba0500dac5c9495b3c11724/
Federated Learning With Blockchain-Enhanced Machine Unlearning: A Trustworthy Approach,"Blockchain integration in federated learning enhances machine unlearning trustworthiness, integrity, and security, while addressing efficiency and security challenges in IoT environments.","Xuhan Zuo, Minghao Wang, Tianqing Zhu, Lefeng Zhang, Shui Yu, Wanlei Zhou",2024,21,"With the growing need to comply with privacy regulations and respond to user data deletion requests, integrating machine unlearning into IoT-based federated learning has become imperative. This article introduces an innovative framework that melds blockchain with federated learning, ensuring an immutable record of unlearning requests and actions. Our approach not only bolsters the trustworthiness and integrity of the federated learning model but also adeptly addresses efficiency and security challenges typical in IoT environments. Key contributions include a certification mechanism for the unlearning process, enhancement of data security and privacy, and optimization of data management. Experimental results on MNIST and CIFAR-10 datasets demonstrate the effectiveness of our approach, achieving 0% accuracy for unlearned classes while maintaining 77.74% and 42.65% overall model accuracy for MNIST and CIFAR-10, respectively. Our time complexity analysis shows that the blockchain integration introduces only 2 seconds of overhead per epoch, highlighting the practicality of our solution for IoT applications.",,IEEE Transactions on Services Computing,1.0,10.1109/tsc.2025.3553709,https://consensus.app/papers/federated-learning-with-blockchainenhanced-machine-zuo-wang/27166ece81bb55c99d78bbf3932944ff/
Certifiable Unlearning Pipelines for Logistic Regression: An Experimental Study,"Three state-of-the-art approximate unlearning methods for logistic regression show trade-offs between efficiency, effectiveness, and certifiability, with a common unlearning pipeline evaluating their performance on real-world datasets.","Ananth Mahadevan, M. Mathioudakis",2022,17,"Machine unlearning is the task of updating machine learning (ML) models after a subset of the training data they were trained on is deleted. Methods for the task are desired to combine effectiveness and efficiency (i.e., they should effectively “unlearn” deleted data, but in a way that does not require excessive computational effort (e.g., a full retraining) for a small amount of deletions). Such a combination is typically achieved by tolerating some amount of approximation in the unlearning. In addition, laws and regulations in the spirit of “the right to be forgotten” have given rise to requirements for certifiability (i.e., the ability to demonstrate that the deleted data has indeed been unlearned by the ML model). In this paper, we present an experimental study of the three state-of-the-art approximate unlearning methods for logistic regression and demonstrate the trade-offs between efficiency, effectiveness and certifiability offered by each method. In implementing this study, we extend some of the existing works and describe a common unlearning pipeline to compare and evaluate the unlearning methods on six real-world datasets and a variety of settings. We provide insights into the effect of the quantity and distribution of the deleted data on ML models and the performance of each unlearning method in different settings. We also propose a practical online strategy to determine when the accumulated error from approximate unlearning is large enough to warrant a full retraining of the ML model.",,Mach. Learn. Knowl. Extr.,,10.3390/make4030028,https://consensus.app/papers/certifiable-unlearning-pipelines-for-logistic-mahadevan-mathioudakis/f31936fb053c5e679f81bc53f0acdc1f/
A Survey on Federated Unlearning: Challenges and Opportunities,Federated unlearning research aims to address privacy concerns in distributed learning environments by developing unlearning mechanisms tailored to federated learning.,"Hyejun Jeong, Shiqing Ma, Amir Houmansadr",2024,6,"Federated learning (FL), introduced in 2017, facilitates collaborative learning between non-trusting parties with no need for the parties to explicitly share their data among themselves. This allows training models on user data while respecting privacy regulations such as GDPR and CPRA. However, emerging privacy requirements may mandate model owners to be able to \emph{forget} some learned data, e.g., when requested by data owners or law enforcement. This has given birth to an active field of research called \emph{machine unlearning}. In the context of FL, many techniques developed for unlearning in centralized settings are not trivially applicable! This is due to the unique differences between centralized and distributed learning, in particular, interactivity, stochasticity, heterogeneity, and limited accessibility in FL. In response, a recent line of work has focused on developing unlearning mechanisms tailored to FL. This SoK paper aims to take a deep look at the \emph{federated unlearning} literature, with the goal of identifying research trends and challenges in this emerging field. By carefully categorizing papers published on FL unlearning (since 2020), we aim to pinpoint the unique complexities of federated unlearning, highlighting limitations on directly applying centralized unlearning methods. We compare existing federated unlearning methods regarding influence removal and performance recovery, compare their threat models and assumptions, and discuss their implications and limitations. For instance, we analyze the experimental setup of FL unlearning studies from various perspectives, including data heterogeneity and its simulation, the datasets used for demonstration, and evaluation metrics. Our work aims to offer insights and suggestions for future research on federated unlearning.",,IEEE Transactions on Big Data,1.0,10.1109/tbdata.2026.3668538,https://consensus.app/papers/a-survey-on-federated-unlearning-challenges-and-jeong-ma/e6e76aef6f2f58e1b4cac3c8b9869c5d/
Machine Unlearning Through Fine-Grained Model Parameters Perturbation,"Fine-grained Top-K and Random-k parameters perturbed inexact machine unlearning effectively protects user privacy without significantly sacrificing model performance, while introducing a novel method for quantifying unlearning degree.","Zhiwei Zuo, Zhuo Tang, Kenli Li, Anwitaman Datta",2024,5,"Machine unlearning involves retracting data records and reducing their influence on trained models, aiding user privacy protection, at a significant computational cost potentially. Weight perturbation-based unlearning is common but typically modifies parameters globally. We propose fine-grained Top-K and Random-k parameters perturbed inexact machine unlearning that address the privacy needs while keeping the computational costs tractable. However, commonly used training data are independent and identically distributed, for inexact machine unlearning, current metrics are inadequate in quantifying unlearning degree that occurs after unlearning. To address this quantification issue, we introduce SPD-GAN, which subtly perturbs data distribution targeted for unlearning. Then, we evaluate unlearning degree by measuring the performance difference of the models on the perturbed unlearning data before and after unlearning. Furthermore, to demonstrate efficacy, we tackle the challenge of evaluating machine unlearning by assessing model generalization across unlearning and remaining data. To better assess the unlearning effect and model generalization, we propose novel metrics, namely, the forgetting rate and memory retention rate. By implementing these innovative techniques and metrics, we achieve computationally efficacious privacy protection in machine learning applications without significant sacrifice of model performance. A by-product of our work is a novel method for evaluating and quantifying unlearning degree.",,IEEE Transactions on Knowledge and Data Engineering,1.0,10.1109/tkde.2025.3528551,https://consensus.app/papers/machine-unlearning-through-finegrained-model-parameters-zuo-tang/5941b34b1d7151fea0d2bbc2dec4ef27/
Incentivized Federated Learning and Unlearning,"Incentivized federated learning and unlearning can reduce server costs and user engagement, potentially saving up to 53.91% compared to state-of-the-art benchmarks.","Ningning Ding, Zhenyu Sun, Ermin Wei, R. Berry",2023,9,"To protect users’ right to be forgotten in federated learning, federated unlearning aims at eliminating the impact of leaving users’ data on the global learned model. The current research in federated unlearning mainly concentrates on developing effective and efficient unlearning techniques. However, the issue of incentivizing valuable users to remain engaged and preventing their data from being unlearned is still under-explored, yet important to the unlearned model performance. This paper focuses on the incentive issue and develops an incentive mechanism for federated learning and unlearning. We first characterize the leaving users’ impact on the global model accuracy and the required communication rounds for unlearning. Building on these results, we propose a four-stage game to capture the interaction and information updates during the learning and unlearning process. A key contribution is to summarize users’ multi-dimensional private information into one-dimensional metrics to guide the incentive design. Interestingly, we prove that allowing federated unlearning can result in reduced payoffs for both the server and users, compared to a scenario without unlearning. Numerical results demonstrate the necessity of unlearning incentives for retaining valuable leaving users, and also show that our proposed mechanisms decrease the server's cost by up to 53.91% compared to state-of-the-art benchmarks.",,IEEE Transactions on Mobile Computing,1.0,10.1109/tmc.2025.3557857,https://consensus.app/papers/incentivized-federated-learning-and-unlearning-ding-sun/79e9e114214c5073baee4991a2391a6b/
FedWiper: Federated Unlearning via Universal Adapter,"FedWiper enables exact unlearning in federated learning by erasing specific data and its impact from the federated model, ensuring minimal loss of model performance.","Shuai Zhao, Junying Zhang, Xindi Ma, Qi Jiang, Zhuo Ma, Sheng Gao, Zuobing Ying, Jianfeng Ma",2025,6,"Privacy preservation are becoming increasingly significant in machine learning, with recent privacy regulations requiring the deletion of personal data and its impact on models. Although erasing data from storage is simple, removing the influence of data on models remains a challenge. Federated unlearning is an emerging paradigm that aims to forget the knowledge contributed by some specific data to the federated model. In this paper, we design a novel federated unlearning strategy, named FedWiper, which enables exact unlearning in federated learning by erasing specific data and its impact from the federated model. Specifically, based on the granularity of the dataset, we propose training multiple federated submodels to construct a federated unlearning framework, thereby narrowing the scope of the impact of wiped data. Furthermore, the proposed Uni-Adapter structure effectively mitigates the negative impact on model performance from diminishing the dataset scale, while also reducing communication cost. Rather than focusing solely on achieving indistinguishability unlearning of the model for classification task, we extend FedWiper to unlearning for multiple types of tasks and achieve the exact unlearning. Experiments demonstrate that FedWiper can not only accelerate federated unlearning, but also achieve exact unlearning across multiple types of tasks in federated learning while ensuring minimal loss of model performance. Our Code: https://github.com/grey1989/FedWiper.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3557671,https://consensus.app/papers/fedwiper-federated-unlearning-via-universal-adapter-zhao-zhang/58c0ef7a2a0c5eec85035b9bd85fe898/
